Sno.,Text,Sentiment,Timestamp,User,Platform,Weekday,TimePeriod,Likes,Comments,Shares,Engagement,TextLength,WordCount,HashtagCount,MentionCount,EmojiCount,ExclamationCount,Hour,IsWeekend,EngagementPerWord,LikeRatio,CommentRatio,ShareRatio
379,"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ",0,2023-03-10 14:30:00, LaughterCup ,Twitter ,Friday,Afternoon,148,156,44,348,81,13,0,0,1,0,14,False,24.857142857142858,0.42406876790830944,0.4469914040114613,0.12607449856733524
380,"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",0,2019-05-05 12:15:00, QuiltedCompassion ,Facebook ,Sunday,Afternoon,202,154,32,388,76,13,0,0,1,0,12,True,27.714285714285715,0.519280205655527,0.39588688946015427,0.08226221079691516
381,"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",0,2018-08-28 16:00:00, FriendshipGarden ,Instagram ,Tuesday,Afternoon,910,73,51,1034,83,14,0,0,1,0,16,False,68.93333333333334,0.8792270531400966,0.07053140096618357,0.04927536231884058
382,"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",0,2022-11-15 20:45:00, MelodyOfLove ,Twitter ,Tuesday,Evening,963,60,46,1069,88,16,0,0,1,0,20,False,62.88235294117647,0.9,0.056074766355140186,0.04299065420560748
383,"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ",0,2019-07-02 17:00:00, ColorfulLaughter ,Instagram ,Tuesday,Evening,945,37,21,1003,84,14,0,0,1,0,17,False,66.86666666666666,0.9412350597609562,0.036852589641434265,0.02091633466135458
384,"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ",0,2021-04-18 14:20:00, SymphonyFervor ,Facebook ,Sunday,Afternoon,927,40,99,1066,94,17,0,0,1,0,14,True,59.22222222222222,0.8687910028116214,0.03748828491096532,0.09278350515463918
385,"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ",0,2023-02-05 19:30:00, WrappedDelight ,Twitter ,Sunday,Evening,387,152,32,571,82,13,0,0,1,0,19,True,40.785714285714285,0.6765734265734266,0.26573426573426573,0.055944055944055944
386,"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ",0,2018-09-22 12:45:00, MazeDiscovery ,Instagram ,Saturday,Afternoon,755,85,94,934,87,15,0,0,1,0,12,True,58.375,0.8074866310160428,0.09090909090909091,0.10053475935828877
387,"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ",0,2016-12-10 21:15:00, CloudsOfBlessings ,Facebook ,Saturday,Night,871,194,39,1104,85,13,0,0,1,0,21,True,78.85714285714286,0.788235294117647,0.1755656108597285,0.03529411764705882
388,"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ",0,2020-05-28 16:00:00, CometCreativity ,Twitter ,Thursday,Afternoon,212,113,12,337,100,15,0,0,1,0,16,False,21.0625,0.6272189349112426,0.3343195266272189,0.03550295857988166
389,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ",0,2017-11-15 22:30:00, FireworksTriumph ,Instagram ,Wednesday,Night,769,158,47,974,94,15,0,0,1,0,22,False,60.875,0.7887179487179488,0.16205128205128205,0.048205128205128206
390,"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow. ",0,2021-01-15 18:00:00, DramaEnthusiastHeartwarmingMoments ,Instagram ,Friday,Evening,730,198,18,946,132,20,0,0,1,0,18,False,45.04761904761905,0.7708553326293559,0.20908130939809927,0.01900739176346357
391,"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance. ",0,2016-02-28 20:30:00, AwardWinningActorOscarsRecipient ,Facebook ,Sunday,Evening,210,77,21,308,136,20,0,0,1,0,20,True,14.666666666666666,0.6796116504854369,0.24919093851132687,0.06796116504854369
392,"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity. ",0,2022-04-20 17:30:00, DocumentaryEnthusiastHiddenGemFinder ,Twitter ,Wednesday,Evening,629,44,13,686,134,21,0,0,1,0,17,False,31.181818181818183,0.9155749636098981,0.06404657933042213,0.018922852983988356
393,"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline. ",0,2019-11-05 21:15:00, FilmBuffContemplativeViewer ,Instagram ,Tuesday,Night,850,21,21,892,138,22,0,0,1,0,21,False,38.78260869565217,0.9518477043673013,0.023516237402015677,0.023516237402015677
394,"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline. ",0,2015-07-12 22:00:00, CrimeSeriesEnthusiastThrillSeeker ,Facebook ,Sunday,Night,447,133,8,588,129,21,0,0,2,0,22,True,26.727272727272727,0.7589134125636672,0.22580645161290322,0.013582342954159592
395,"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending. ",0,2020-09-10 19:45:00, FilmCriticSatisfactionSeeker ,Twitter ,Thursday,Evening,326,65,46,437,139,21,0,0,1,0,19,False,19.863636363636363,0.7442922374429224,0.14840182648401826,0.1050228310502283
396,"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team. ",0,2018-07-15 21:30:00, FootballFanWorldCupCelebration ,Instagram ,Sunday,Night,865,175,7,1047,121,21,0,0,1,0,21,True,47.59090909090909,0.825381679389313,0.16698473282442747,0.006679389312977099
397,"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement. ",0,2020-08-08 19:45:00, OlympicsEnthusiastGoldMedalWinner ,Twitter ,Saturday,Evening,965,108,23,1096,143,20,0,0,2,0,19,True,52.19047619047619,0.8796718322698268,0.09845031905195989,0.020966271649954422
398,"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions. ",0,2019-06-25 22:15:00, CricketFanChampionshipThrills ,Facebook ,Tuesday,Night,553,46,96,695,132,20,0,0,2,0,22,False,33.095238095238095,0.7945402298850575,0.06609195402298851,0.13793103448275862
399,"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners. ",0,2021-11-07 17:30:00, MarathonSpectatorRecordBreaking ,Instagram ,Sunday,Evening,945,29,75,1049,134,19,0,0,2,0,17,True,52.45,0.9,0.02761904761904762,0.07142857142857142
400,"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage. ",0,2017-09-10 20:15:00, TennisEnthusiastGrandSlamDrama ,Twitter ,Sunday,Evening,441,43,86,570,131,22,0,0,1,0,20,True,24.782608695652176,0.7723292469352014,0.07530647985989491,0.15061295971978983
401,"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title. ",0,2022-06-20 21:00:00, BasketballFanUnderdogTriumph ,Facebook ,Monday,Night,184,39,22,245,138,23,0,0,1,0,21,False,10.208333333333334,0.7479674796747967,0.15853658536585366,0.08943089430894309
402,"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill. ",0,2016-04-10 18:30:00, GolfEnthusiastPrecisionVictory ,Instagram ,Sunday,Evening,244,135,89,468,139,22,0,0,2,0,18,True,20.347826086956523,0.5202558635394456,0.2878464818763326,0.18976545842217485
403,"Experiencing the thrill of a high-speed Formula 1 race, fans are on the edge of their seats as drivers compete for the championship. ",0,2019-11-24 19:45:00, F1FanHighSpeedRaceExcitement ,Twitter ,Sunday,Evening,450,112,22,584,133,23,0,0,2,0,19,True,24.333333333333332,0.7692307692307693,0.19145299145299147,0.037606837606837605
404,"In the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds. ",0,2015-09-28 22:30:00, CyclingEnthusiastWorldChampion ,Facebook ,Monday,Night,689,176,92,957,138,17,0,0,1,0,22,False,53.166666666666664,0.7192066805845512,0.1837160751565762,0.09603340292275574
405,"Witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity. ",0,2020-12-12 20:00:00, HockeyFanComebackVictory ,Instagram ,Saturday,Evening,82,183,29,294,137,22,0,0,1,0,20,True,12.782608695652174,0.27796610169491526,0.6203389830508474,0.09830508474576272
406,"After a series of defeats, the soccer team faces disappointment, struggling to find the silver lining in a challenging season. ",1,2019-11-02 18:45:00, SoccerFanTeamDefeats ,Twitter ,Saturday,Evening,737,106,13,856,127,20,0,0,1,0,18,True,40.76190476190476,0.8599766627771295,0.12368728121353559,0.015169194865810968
407,"In the tennis tournament, a highly anticipated player experiences a setback, leaving fans in shock and questioning the unforeseen turn of events. ",1,2018-07-10 21:15:00, TennisEnthusiastUnexpectedSetback ,Instagram ,Tuesday,Night,509,102,82,693,146,22,0,0,1,0,21,False,30.130434782608695,0.7334293948126801,0.14697406340057637,0.11815561959654179
408,"Facing a defeat in the championship, the boxer reflects on the challenges, vowing to return stronger and more determined in the next bout. ",1,2020-09-18 19:30:00, BoxingFanChampionshipDefeat ,Facebook ,Friday,Evening,932,16,2,950,139,23,0,0,1,0,19,False,39.583333333333336,0.9800210304942166,0.016824395373291272,0.002103049421661409
409,"In the midst of a cycling race, a tire blowout leads to frustration for the cyclist, who valiantly tries to overcome the unexpected obstacle. ",1,2017-05-15 22:00:00, CyclingEnthusiastTireBlowout ,Twitter ,Monday,Night,519,23,29,571,142,24,0,0,1,0,22,False,22.84,0.9073426573426573,0.04020979020979021,0.050699300699300696
410,"The gymnast's unexpected fall during a routine sparks a wave of sympathy from the audience, highlighting the vulnerability of sports. ",1,2021-04-05 20:15:00, GymnasticsFanRoutineFall ,Instagram ,Monday,Evening,424,105,85,614,134,20,0,0,2,0,20,False,29.238095238095237,0.6894308943089431,0.17073170731707318,0.13821138211382114
411,"In the golf tournament, a missed crucial putt results in defeat, causing the golfer to reflect on the pressure of high-stakes competition. ",1,2016-08-20 18:30:00, GolfEnthusiastMissedPutt ,Facebook ,Saturday,Evening,71,48,79,198,139,22,0,0,2,0,18,True,8.608695652173912,0.35678391959798994,0.24120603015075376,0.3969849246231156
412,"Experiencing a series of losses in the basketball season, the team grapples with frustration, determined to turn the tide with renewed effort. ",0,2019-02-12 19:45:00, BasketballFanTeamLosses ,Twitter ,Tuesday,Evening,799,191,52,1042,143,22,0,0,1,0,19,False,45.30434782608695,0.7660594439117929,0.18312559923298177,0.04985618408437201
413,"Despite meticulous training, the swimmer faces disappointment as a split-second miscalculation costs them the lead in a crucial race. ",1,2015-06-28 20:00:00, SwimmingEnthusiastRaceSetback ,Instagram ,Sunday,Evening,719,53,27,799,134,19,0,0,2,0,20,True,39.95,0.89875,0.06625,0.03375
414,"The weightlifter's failed attempt at a personal record results in frustration, highlighting the challenging nature of pushing physical limits. ",1,2022-01-08 21:30:00, WeightliftingFanFailedRecord ,Facebook ,Saturday,Night,87,193,50,330,143,19,0,0,2,0,21,True,16.5,0.2628398791540785,0.5830815709969789,0.1510574018126888
415,"In the midst of a soccer match, an unexpected own goal creates a moment of despair for the player, as teammates console and encourage them. ",1,2018-12-15 20:15:00, SoccerPlayerOwnGoalMoment ,Twitter ,Saturday,Evening,279,21,95,395,140,25,0,0,1,0,20,True,15.192307692307692,0.7045454545454546,0.05303030303030303,0.2398989898989899
416,"In the serene beauty of a sunset, nature unfolds a canvas of colors, evoking a sense of tranquility and wonder. ",0,2021-07-10 19:00:00, NatureEnthusiastSunsetWonder ,Instagram ,Saturday,Evening,414,78,79,571,112,20,0,0,1,0,19,True,27.19047619047619,0.7237762237762237,0.13636363636363635,0.1381118881118881
417,"Embarking on a spontaneous road trip, the traveler discovers hidden gems, creating memories that will be cherished for a lifetime. ",0,2019-09-28 20:30:00, TravelEnthusiastRoadTripDiscovery ,Twitter ,Saturday,Evening,612,61,23,696,131,20,0,0,1,0,20,True,33.142857142857146,0.8780487804878049,0.08751793400286945,0.03299856527977044
418,"Amidst the bustling city, a quiet caf̩ becomes a sanctuary for reflection, where a cup of coffee brings solace to the wandering mind. ",0,2022-03-15 18:45:00, UrbanExplorerCafeSolitude ,Facebook ,Tuesday,Evening,487,59,88,634,135,23,0,0,2,0,18,False,26.416666666666668,0.7669291338582677,0.09291338582677165,0.13858267716535433
419,"Exploring the vibrant street art of a cultural neighborhood, each mural tells a story, infusing the city with creativity and expression. ",0,2017-11-05 21:15:00, ArtEnthusiastStreetArtExploration ,Instagram ,Sunday,Night,825,51,44,920,137,21,0,0,1,0,21,True,41.81818181818182,0.8957654723127035,0.05537459283387622,0.04777415852334419
420,"In the world of science, a breakthrough discovery unfolds, pushing the boundaries of knowledge and opening new frontiers of exploration. ",0,2020-05-20 16:30:00, ScienceEnthusiastDiscoveryMoment ,Twitter ,Wednesday,Afternoon,332,16,77,425,137,20,0,0,1,0,16,False,20.238095238095237,0.7793427230046949,0.03755868544600939,0.1807511737089202
421,"Connecting with the melody of a live orchestra, the music enthusiast experiences a symphony that resonates deep within the soul. ",0,2016-08-22 19:45:00, MusicLoverLiveOrchestraExperience ,Facebook ,Monday,Evening,76,66,22,164,129,20,0,0,1,0,19,False,7.809523809523809,0.46060606060606063,0.4,0.13333333333333333
422,"Embracing the aroma of freshly baked bread, the home chef finds joy in the art of baking, creating delicious memories for loved ones. ",0,2023-04-10 17:15:00, HomeBakerDeliciousMemories ,Instagram ,Monday,Evening,275,84,43,402,134,23,0,0,1,0,17,False,16.75,0.6823821339950372,0.20843672456575682,0.10669975186104218
423,"Wandering through a historical museum, the history enthusiast becomes immersed in the tales of the past, envisioning bygone eras. ",2,2015-12-18 18:00:00, HistoryBuffMuseumExploration ,Twitter ,Friday,Evening,326,87,37,450,130,19,0,0,1,0,18,False,22.5,0.7228381374722838,0.19290465631929046,0.082039911308204
424,"In the realm of literature, a captivating novel transports the reader to distant lands, weaving a tapestry of imagination and escape. ",0,2021-10-08 20:30:00, BookwormCaptivatingNovelEscape ,Facebook ,Friday,Evening,847,12,61,920,134,21,0,0,1,0,20,False,41.81818181818182,0.9196525515743756,0.013029315960912053,0.06623235613463627
425,"Capturing the essence of a bustling market, the photographer freezes moments in time, each frame telling a unique and vibrant story. ",0,2019-03-22 21:45:00, PhotographyEnthusiastMarketMoments ,Instagram ,Friday,Night,658,153,97,908,133,21,0,0,1,0,21,False,41.27272727272727,0.7238723872387238,0.16831683168316833,0.10671067106710672
426,"Underneath the city lights, the dancer expresses emotions through graceful movements, creating a mesmerizing performance under the night sky. ",0,2018-06-15 22:00:00, DanceEnthusiastCityNightPerformance ,Twitter ,Friday,Night,333,85,56,474,142,19,0,0,1,0,22,False,23.7,0.7010526315789474,0.17894736842105263,0.11789473684210526
427,"In the heart of a bustling market, the street food connoisseur indulges in a culinary adventure, savoring diverse flavors and aromas. ",0,2019-08-28 19:30:00, FoodieMarketStreetFoodExploration ,Instagram ,Wednesday,Evening,928,122,3,1053,134,21,0,0,1,0,19,False,47.86363636363637,0.8804554079696395,0.1157495256166983,0.0028462998102466793
428,"As the first snowflake descends, the winter enthusiast eagerly prepares for a season of frosty delights, anticipating the magic of snow-covered landscapes. ",0,2022-12-01 17:45:00, SnowLoverWinterEnthusiast ,Facebook ,Thursday,Evening,530,29,63,622,156,22,0,0,2,0,17,False,27.043478260869566,0.8507223113964687,0.04654895666131621,0.10112359550561797
429,"Amidst the pages of a captivating mystery novel, the reader unravels clues and secrets, experiencing a thrilling journey of suspense and revelation. ",0,2017-04-10 21:15:00, MysteryBookwormSuspensefulRead ,Twitter ,Monday,Night,502,93,19,614,149,22,0,0,1,0,21,False,26.695652173913043,0.816260162601626,0.15121951219512195,0.030894308943089432
430,"Surrounded by the vibrant colors of a flower garden, the gardener nurtures blossoms, finding joy in the beauty of nature's ever-changing canvas. ",0,2020-05-15 18:30:00, GardeningEnthusiastFlowerGarden ,Instagram ,Friday,Evening,878,16,23,917,145,22,0,0,3,0,18,False,39.869565217391305,0.9564270152505446,0.017429193899782137,0.02505446623093682
431,"At the astronomy observatory, the stargazer marvels at the vastness of the cosmos, contemplating the mysteries hidden within the celestial expanse. ",0,2016-09-22 20:00:00, AstronomyEnthusiastStargazing ,Facebook ,Thursday,Evening,865,147,29,1041,148,21,0,0,1,0,20,False,47.31818181818182,0.8301343570057581,0.14107485604606526,0.02783109404990403
432,"Engulfed in the aroma of freshly brewed coffee, the writer finds inspiration in every sip, embarking on a journey of creativity and prose. ",0,2023-02-12 19:45:00, CoffeeLoverWritersRetreat ,Twitter ,Sunday,Evening,708,63,30,801,139,23,0,0,1,0,19,True,33.375,0.8827930174563591,0.07855361596009976,0.03740648379052369
433,"In the realm of fashion, the designer unveils a collection that tells a story, blending innovation and tradition on the runway of creativity. ",0,2015-11-10 21:00:00, FashionEnthusiastDesignerShowcase ,Instagram ,Tuesday,Night,565,158,39,762,142,23,0,0,1,0,21,False,31.75,0.7404980340760158,0.20707732634338138,0.05111402359108781
